FOLDERNAME,LANGUAGE,PHOTONAME,UNIQUEPHOTO,PHOTOTEXT,NAMESMENTIONED,COUNTRIESMENTIONED,URL,COPYRIGHT
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0043,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0043,PARTMENT OF STATE ลอกM besTead DEPARTMENT OF STATE DECLASSIFIED hority NND 969000 Dar es Salaam A-349 CONFIDENTIAL Page 7 especially its nded withra tiat actual reference to North korean infiltration. he Standard  however urged us to stop all bombing in Viet- Vam and decried the tough GVN attitude though they characterized the South Vietnamese Government as representative. PICKERING APTO 1/1/68 POL 2 TANZAN CONFIDENTIAL,,Vietnam,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0057,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0057,DECLASSIFIED ority NND 969000 ON ACTION AF 五 NR S a FBO AID 20 COM FRB LAB TAR AIR CIA 20 USIA NSC DEPARTMENT OF STATE AIRGRAM Dal 2 TANZAN FOR RM USE ONLY DEPARTMENT OF STATE AIRGRAM CONFIDENTIAL POL 2 TANZAN FOR RM USE ONLY A-326 NO HANDLING INDICATOR RECEIVED TO Department of State DEPARTMENT OF STATE MAR 25 INFO; KAMPALA KINSHASA LAGOS LONDON LUSAKA | 34 PM 56 NAIROBI ZANZIBAR ANALYSIS BRANCH FROM; Amembassy DAR ES SALAAM DATE; March 23 1968 SUBJECT; This Week in Tanzania March 15 - 21 1968 REF 89/1/1 7 100 36 4 PM 25 196B MAR COPYFLO-PBR Tanzania showed itself during the week to be calm and stable internally but when it comes to foreign policy a little fire-breathing is not at all out of place. countrys politicians seemed to be downing the bitter draught of no conflict of interest quietly but on Viet-Nam; welcome accorded Cheddi JAGAN; relations with Britain; policy toward Biafra; Tanzania continued to strike a radical There were indications West Germany might be modifying the unproductive aspects of its Hallstein Doctrine conic toward taplague with problems. The trans-Tanzania route to Zambia ***** ***** *水*** Calm at Home. News about compliance with the Arusha Declaration conflict of interest rules continued to trickle in; 161 out of 202 local council members of Mwanza Region had filed forms by March 15 and in Mwanza District 25 city councillors had resigned rather than abide by the rules. These figures are probably typical of the country as a whole--the politicians are either complying or quitting. Any subterfuges are due to be subjected to official scrutiny. The forms filled in by politicians declaring financial status have been forwarded to the Attorney-General for examination and any necessary leak aod F. M. LUKINGA best-known delinquents M.P.s A. S. MTAKI and Group 3 - Downgraded at 12-year intervals; 「 not automatically declassified. CONFIDENTIAL FORM D5-323 4-62 Drafted by; POL; GBRoberts • Clearances; ECON; JCC Nan 3-22-68 FOR DEPT. USE ONLY 区。 Contents and Classilication Approved by; Charge; TRPickering 07 NYZNY&,,Viet-Nam; Biafra; Germany; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0080,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0080,COPYFLO-PBR FO POL; GBRo RaaCess FOR RM USE ONLY A- 300  ARTMENT O STATE RGRAM Dar es Salaam A-312 CONFIDENTIAL Page 5 Nearer the Tanzania-Zambia border the first bi-national adult education course for the two countries was held at Fifteen Zambians and 20 Tanzanians discussed economic development anzanian socialisa regional planning possibilities between the two countries and Zambian humanism. Southern Highlands of Tanzania someday provide Zambia with more than food for thought; the Ministry of Agriculture announced that once the countrys own wheat needs are met by local production there could come a time when wheat from the Sumbawanga area could help feed Zambia. A curious development in the Tanzania-Zambia transport picture came The Embassy was con- picente cay told that the continental Ore Company yegotiating with Czechoslovakia for the purchase of 300 heavy trucks. use on the so-called Hell Run. Some Czech transportation experts are said to have reconnoitered the road with Continental Ores help on March 2. (Continental Ore operates a small office in Tanzania for buying gemstones and ruby corundum. also played a large part as a broker in a very big pig-iron sale by South Africa to Japan a few years ago.) GHANA - A GOOD NEIGHBOR ONCE AGAIN An article with the above title appeared in the Standard extolling the improved relations Ghana now enjoys with its West African neighbors. The message did not seem to get Ghanas National Day celebration on March 6 was note-for the conspicuous absence of any Tanzanian Minister to represent President Nyerere and to offer the customary Knowing no representative would be sent the Acting thana High Commissioner solved his problem by omitting the President from the guest list. NVZNVI BURNEA ETRENTTAL DECLASSIFIED hority NND 969000 1/1/68 10d,Nyerere,Zambia; Zambia; Zambia; Zambia; Zambia; Zambia; Czechoslovakia; Czech; South Africa; Ghana; Ghana,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0094,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0094,DECLASSIFIED nority NND 969000 DEPARTMENT OF AIRGRAM CONFIDENTIAL Dal 2 TANZAN FOR RM USE ONLY MANOLINE INDICATOR TION DEPARTMENT OF STATE AIRGRAM POL 2 TANZAN FOR RM USE ONLY UB FE CU INR い いる FBO AID 20 洛听 1AE TAR CONFIDENTIAL A-280 HANDLING INDICATOR RECEIVED ; Department of State DEPARTMENT OF STATE INFO; KAMPALA KINSHASA LONEN 13 Lg 18588081 ZANZIBAS ple RS/AN ANALYSIS BRANCH FROM ; Amembassy DAR ES SALAAM DATE; February 9 1968 SUBJECT; This Week in Tanzania - February 2-8 1968 XM8 AIR REF CIA 20 USIA 10 NAVY 𠃍 NSA 15C Rumblings in the Tanzanian armed forces and some sour public reactions to the just-completed National Youth pestival made local politics more interesting NERERE as but there was still no sign of any real threat to President the Arusha Declaration deadline neared. A shipment of 14 21-ton Chinese Communist tanks arrived for the Tanzanian Army which apparently plans to use them as a Dar es Salaam crowd-control device. Economic news was tavorable and Tanzanias foreign relations were smooth though the U.s. took a pasting over Viet-Nam in the local press. *水冬本冰 木米＊米 * **** ***** COPYFLO-PBR 49 AM 871 8961 The first anniversary of the Arusha Declaration was marked on February 5 by a Presidential review of marching youth groups in Dars National Stadium. Much highly-charged speechmaking in favor of national development and national defense was directed at the children but in the background there were indications of problems and rough spots in the drive toward socialism and self-reliance. 「 For example the February 5 youth parade itself was the target of much grumbling and complaint. The children some of them only six and seven years old were forced to stand march and finally sit in the blazing midday sun for well over four hours with no lunch and nothing to drink. Two hundred and fifty fainted from headache stomach ache Group 3 - Downgraded at 12-year intervals; not automatically declassified. CONFIDENTIAL Clesrances： FORM DS-321€ FOL; GBRobert 5; 1p (2-9-68) Contents and draft） ECON; JCCurran 1/1/68 POL 2 TANZAN,,Viet-Nam,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0082,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0082,DECLASSIFIED nority NND 969000 Pal 2 TANZAN FOR RM USE ONLY Dar es Salaam A-300 Page 2 CONFIDENTIAL Routine politicking continued in this atmosphere of calm. Vice Presidents KARUME and KAWAWA went on speechmaking tours and there were rumors of an impending Cabinet reshuffle (SIJAONA and SHABA out; MGONJA to take over the National Service) but the only real activity occurred on the field of labor relations and manpower. A wildcat strike at Dars Tanzania Breweries was quickly quashed when the Government told the miscreants to return to work or be fired. High urban a low skill level among employed workers unemployment vigorous and independent union movement kee the lack of Tanzanian labor in a permanently weak state and it only took a few policemen reminding the brewerymen the Governments position to get them all quietly back to work. Labor trouble at the Chinese-built Friendship Textile Mill on the outskirts of Dar seems to have more staying power. The 450 construction workers who put up the Mills buildings are still asking to be taken on as and there are continued complaints about unfairness aireus and dascrimination in Mill personnel policies. Any moves by the Chinese to keep these problems alive or impede Government efforts to settle them could do much to erode the favorable position their relative discretion and finesse have earned for them so far in Tanzania. Another Mill-connected development during the week was NUTA Deputy General Secretary TANDAUs statement when he returned from an AATUF meeting in Algiers that he had not heard that he was leaving NUTA to become the Friendship Mills General The National Joint Council for Sisal issued a plan during the week to keep up employment in the distressed sisal industry but there were also some manpower developments of to white-collar types. The Council of the Medical Association of Tanganyika issued a report calling for higher a sentiment whose unsocialist spirit was The Government announced who do not want Declaration and must thus leave the Government will retain their pension and gratuity rights. Second Vice President KAWAWA took an anti-Cupid stance when he said the Government was thinking of doing something about girls who get married in order to avoid their tours of duty in the National Service. Kawawa also said that the ultimate goal was to have everyone do time in the Service and not just those who have been to secondary school. Happier news for a small portion of the CONFIDENTIAL 1/1/68 7 108,KARUME; KAWAWA; SIJAONA; TANDAU; KAWAWA; Kawawa,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0096,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0096,TANZAN SE ONLY DECLASSIFIED arity NND 969000 Dar es Salaam A-280 Page 3 Bile เห้ง 5$68 CONFIDENTIAL arcoal sellers and Buguruni Farmers Association casionally create disturbances but there have been and ere are now no clear indications that there will be any proars in the capital which could only be controlled by 1-ton tanks. There is a rumor going the rounds in Dar that the Chinese ship also brought some surface-to-air missiles. which does not seem to have much substance may be parlayed by a visiting Daily Ielegranh reporter inta story of Tanzanian plans to shoot down Rhodesian high-altitude photo-reconnaissance planes. The Hanga newspaper interview was the weeks only incident directly connected to the KAMBONA affair among TANU officialdom. and incompetents are the but there are many cly expromenaed targets so chateau eate selves dismissed along with the ex-convicts and peculators. Nominations are being accepted for the now-vacant seat of Eli ANANGISYE the M.P. for Rungwe North who has been in detention now over six months. The significance of these background churnings and rumblings should not be exaggerated. There is still no sign of any organization or looser groupings forming to take advantage of them Tanzanias leadership as well as its ordinary people. and loesere still enjoys the loyalty his loyalty will however undergo a strain during the next few weeks as the deadline approaches for the disposition of holdings not allowed political leaders under the terms of the Arusha Declaration. Economic news continued to be generally favorable. The Tanzanias foreign exchange reserves at the end ere $61000000 up 85 300000 from Decembers rrency in circulation and advances to commercial reflecting a seasonal fall-off tied to the Sional Bank of Commerce the Government-owned ported it had over $900000 out in loans and had cut its employees fringe benefits in 5 the spirit of the Arusha Declaration. The nined catal National Development Corporation (NDC) said it note. Increase its present 62800000 investment in tourist price facilities ay anther dare prande a insure that was set for Dar. CONFIDENTIAL ntion pite 11ow 呵g ation. 1/1/68 POL 2 ainst ong TANZAN,ANANGISYE,Rhodesia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0041,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0041,MENT OF RAM CASTAAN EPARTMENT OF STATE DECLASSIFIED sority NND 969000 D1. 1. Dar es Salaam A-349 Page 5 CONFIDENTIAL Though there was a temporary lack the Bank ofere was no lack of backing for Tanzanias money. Tanzanias foreign exchange reserves rose $1554000 to $68600000 on March 31 more than enough to give complete cover to the $65380000 in circulating Tanzanian shillings seasonally down $3360000 from Februarys figure. Government deposits stood at $13720000 with $560000 outstanding in advances to commercial banks. *米冰冰冰 King Assassination Reaction. Dars papers gave banner headlines to news of Dr. KINGs murder. President NYERERE sent a message of condolence to Mrs. King and April 8 was declared a day of national mourning. Local Christian religious leaders organized a memorial service in which the Charge gave the only address and at which the church was so full Mr. and Mrs. Calvin Coolidge COBB could only find a vacant seat next to the Charges wife. Minister for Finance JAMAL led a minute of silence before an end-of-term speech at Dars Aga Khan Secondary School. No demonstrations were held in accordance with what seems to be official Tanzanian policy (there were no public manifestations for instance after the Rhodesian The papers played the news relatively straight-- Las enormity neededes embellishment--though the Nationalist did run a sub-head saying U.S. White Gangster Does it Again and the local liberation organizations together with a Nationalist letter-writer took the position that Dr. Kings death meant that non-violence was also dead. Tanzanias isolation on the issue of diplomatic relations with the U.K. became official April 10 when Algeria Mali Mauretania and Congo (B) announced they had resumed relations Tanzania is now the only holdout. This does cultural relations however; ret seem to steve in the any de od state or delan Affairs opened an Afro-Anglo-American conference on teachers education fum in Dar es Salaam April 8; a group of British construction equipment salesmen arrived the same day; two Tanzanians returned tpler/from a two-year library course in the U.K. April 4; and lte wherEnglish land valuer paid in part by the British foreign Improgram will soon arrive to work for the Dar City Council. Austin SHABA Minister for Health and Housing returned from a visit to West Germany bearing news that the State of had donated a $70000 furniture factory to Tanzania. CONFIDENTIAL 1/1/68 POL 2 TANZAN,NYERERE; JAMAL,Rhodesia; Algeria; Congo; Germany,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0055,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0055,DECLASSIFIED ority NND 969000 AM FOR RM USE ONLY Dar es Salaam A-333 Page 6 CONFIDENTIAL next July with the Government or its agents taking over its functions. Signs of manpower problems were evident in a statement by the Manager of the Governments National Agricultural Products Board that labor costs in his marketing organization were too high. Tanzania plans to press ahead with present policies however; the Junior Minister for Communications F. V. MPONJI said on March 23 that Privately-owned ginneries and mills in the Lake Victoria are due to be taken over by the newly-formed Nyanza March 22 that in the Tanzanian context Agriculture and self-reliance meant reliance on agriculture. Minister for Cooperatives BRYCESON (who left on a trip to the U.S. and South America March 28) urged cooperative societies into allied businesses and not just stick to marketing. March 26 the Government announced future steps in the changeover to the metric system. 1/1/68 POL 2 EAC-Two-Year Engagements. East African developments included a Finance Committee meeting in Arusha and a labor leaders conclave in Nairobi but more interesting was a speech by Tanzanias Minister for East African Affairs Nsilo sam ne a by not shoring countrieson to standard munity in which he said it would take at least two years to another story about the forthcoming East and Central African summit meeting in Dar. The East African Community was reported to have requested a reopening of affiliation talks with the European Economic Community. A new Guinean Ambassador MBAYE Cheik Omar presented his credentials to the President March 25. He called on the Charge March 28 and comes to Dar fresh from a five year assignment in New York as Counselor of the Guinean Mission. A 14-man trade delegation from the London Chamber of Commerce arrived March 27 and the two extraditees from India flew in and were hit with four and five-year jail sentences. Soviet hydroelectric experts arrived March 24 to look at the Kiwira River in the Mbeya Region--the first sign of any Russian aid activity in a long time. J. W. ASTON of the CONFIDENTIAL TANZAN,BRYCESON,Guinea; Guinea; India; Russia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0069,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0069,DEPARTMENT OF STATE ARGRAM Pal 2 TANZAN FOR RM USE ONLY DECLASSIFIED ority NND 969000 Dar es Salaam A-315 Page 6 Dra CONFIDENTIAL but soon after his arita seatina data but sce pet the great East-West diaper war. She gave a supply of diapers to Dars Muhimbili Hospital as had her predecessor last year. On the wife of the East German this previous occaston letter to the Standard denouncing Consul-General wrote a West German efforts to draw attention away from its allegedly inferior maternal assistance programs back home. Meanwhile Government• the East Germans gave some vehicles to the Zanzibari Ambassadors Reshuffled. President NYERERE announced a group of new ambassadorial appointments during the week. A. B. C. DANIELI now in Kinshasa will go to the U.N. instead of the ailing Sebastian CHALE whose New York assignment has best cunts may have speeded his departure are reports Danielis propensity from Kinshasa. A. KI TIBANDEBAGE is to go to Parisis to replace A. D. currently Counselor in Washington and G. M. NHIGULA HASSAN in Cairo. Hassans onward assignment has not been announced but there are reports it will be Kinshasa. Salisbury Hangings. Press reaction to the Rhodesian hangings was violent with most papers blasting the British even more than the Smith regime. Students at Dars University College issued a strong statement and announced the formation of a Zimbabwe Fund while students at Changombe Teachers College applied for a demonstration permit. George MAGOMBE Executive Secretary of the O.A.Us African Liberation Committee denounced the U.K. over the hangings but he also urged greater unity among the freedom fighters. at ounced it had killed 60 Portuguese during the i let in FRELiMo were not as strong as originally believed. and an ALC official indicated a group of schismatics 米水** especially North Korean but Pressman came out strongly for the relatively bland theme of African unity. He couldnt resist a swipe at his favorite targets however claiming that true unity meant All foreign capitalist interests must be wiped out. The Masai costume uproar subsided into stories about the support the cover-up campaign is receiving from Tanzanias Masai leaders though individuals in full mud-daubed regalia can still be seen the roads upcountry. walking alongside The Nationalist and Uhuru editorialized CONFIDENTIAL 1/1/68 POL 2 TANZAN,NYERERE; TIBANDEBAGE,Rhodesia; Zimbabwe; Korea,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0135,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0135,DECLASSIFIED Authority NND 969000 Dar es Salaam A-228 CONFIDENTIAL Page 6 badly undercounted in some The new figures will be used to readjust planning evel of local development funds particularly for social services and perhaps to change the in some regions according to Bomani. Figures to be released later will show a breakdown of the population by racial tribal and religious groupings. The East African film crisis lumbered on in Dar es Salaam. No theaters have closed yet and the National Development Corporation has arranged to receive some two hundred English language films while a steady supply of Indian spectaculars has been assured. Tanzania Film Corporation officials have agreed on an exchange with the Kenya Corporation but for the moment there does not seem to be much to exchange particularly with U.S. distributors holding firm against paying East African national corporations a ten percent levy. the Victoria Fed expected. replaced Emmanual BOMANI as its Tanzanias largest cooperative General Manager Bomani is to go to work in the recently nationalized sector of the sisal industry. The new Manager is a former secretary in the VFCU Idd MTINGWA and for a while a member of the Tanzanian Permanent Mission to the United Nations in New York. All other employees were given the te managerent buts completes es tele retained by This completes the reorganization of Tanzanias largest and most productive coop and the one all expected would be hardest for the Government to touch. The Chinese rail survey team variously counted as eight or nine men left for Zambia on the 30th of December following their leader LIU CHI-FU. Traffic continues slow over the Great North Road with trucks still taking two times the average to cover the distance. Housewives in Dar were jolted when beef prices were fixed somewhat vailing higher than pre- and all slaughtering was centered in Packers Company for health reasons. the Tanganyika Prices of beef henceforth will be controlled. Arushas Masai-reforming Regional Commissioner MWAKANGATA continued his fight for decent dress by announcing that all Masai found still to be in traditional dress would be locked up in certain towns and villages. In jail they would be de-gowned until relatives come along and bailed them outwith a pair of long trousers. Vice President KAWAWA announced that the National Educational changes were in the news service Second would have a common political course for all trainees and CONFIDENTIAL 1/1/68 POL 2 TANZAN,Bomani; BOMANI; Bomani; KAWAWA,India; Kenya; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0121,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0121,CONFIDENTIAL Dar es Salaam A-234 Page 7 indanavia include 10 new Danish volunteers for Tanzania nging the total number of Danish volunteers here to 57. Two West German Parliamentarians met with President rere and came away impressed with his explanations of zanian development problems and with his discussion of rman-Tanzania relations and the problem of German unification. In New York former Chief Education Officer Joseph WE was appointed to the new United Nations auditing ommission which will sit in Geneva and review U.N. xpenditures and disbursements. Down in Lindi Mr. Lawi SIJAONA a Minister of State apparently has to have three men held and questioned In the Second Vice Presidents Office for uttering complaints arranged about him. They complained because he splashed them with dirty water. Sijaona was apparently acting right in tune with his name which in Swahili means I have not yet seen. BURNS CONFIDENTLAL DECLASSIFIED Authority NND 969000 1/1/68 POL 2 DI L- TANZAN,SIJAONA; Sijaona,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0109,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0109,DECLASSIFIED Authority NND 969000 Dar es Salaam A-256 Page 4 CONFIDENTIAL The Chinese also received some encouragement from realized for Commerce and Industries MAALIM who praised Chinese simplicity and eschewing of luxurious living when he visited the Chinese-built Friendship Textile Mill in Dar Salaam. The mill is now supposed to be partially in production next month and will officially open in July. An unattributed bit of Bloc activity came to light when the Embassy came into possession of some cleverly-done bogus $100 bills tricked up as CIA Corruption Notes. of them were received by ladies of the local WCA who missed the point completely and asked the Embassy whom they should thank for the generous contribution. The other four were brought in for exchange by a little man who spun a tissue of lies as to where he obtained them. He was finally away with a flea in his ear for being party to an unpatriotic effort to spoil Tanzanias relations with a friendly foreign country. The bills were given good publicity from the U.S. point of view. in the Standard and the story may be picked up by Time Magazine. Several important Tanzanian foreign affairs figures were shuffled around during the week. Sebastian CHALE Ambassador to Ethiopia is to replace John MALECELA as Ambassador to the U.N. The Government confirmed Malecelas transfer to Addis. and he should anti-Western extremism. Offices Political Division will be going Ambassador and 0. M. KATIKAZA former Ambassador in Paris is replacing Bernard MULOKOZI as Principal Secretary in the Foreign Ministry. Mulokozi is to take the Principal Secretaryship in the Second Vice Presidents office. President NYERERE opened a seminar on socialism and rural development at Dars University College January 21 with a speech emphasizing that rural progress will come only or orders from above. the seminar told the attending and a more socialist curriculum President they wanted military training and the seminar is reported • to have adopted resolutions which among other less contentious called for vigilance against the so-called Free The seminar also denounced the Peace Corps. CONFIDENTIAL 1/1/68 POL 2 TANZAN,MALECELA; Malecela; NYERERE,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0108,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0108,DECLASSIFIED Authority NND 969000 Dar es Salaam A-256 Page 3 CONFIDENTIAL lorries with their 30-mile-an-hour speed and their cumulus clouds of dust. Relations with the more distant parts of the Afro- Asian world included reports that President NYERERE still incident to escore elation with To ost the HANGA February 6. Cairo is still down for February 10. The Foreign Office denied a rumor would also go to Abidjan though Minister of State for Foreign observing Two ladies from the Tanzanian Womens Union (UWT) left January 24 to attend the Guinea Womens Conference and a Belgian pastry chef was expelled from the country January 22 presumably because he told everybody he was an ex-mercenary. His expulsion tended to confirm the belief that Tanzania favors getting mercenaries out of Africa rather than sending them back to the Congo for P. B. GAJENDRAGADKAR Vice Chancellor of NEHRU University and former Chief Justice of India headed the list of Third World visitors. He is to send four days in Tanzania. A two-man delegation from the newly-formed Union of Burundi Workers arrived to affirm the UBWs affiliation to the Dar-headquartered All-African Trade Union Federation and DI. Michael OPKARA former Premier of Eastern Nigeria and current political adviser to Col. OJUKWU arrived January 21. He said his visit was private. The Chinese were the most active Bloc members during Five doctors a nurse and an interpreter arrived January 20 for a three to four week study visit. They are presumably returning Health and Housing Minister SHABAs visit to Mainland China the end of last year. They called on 1/1/68 POL 2 TANZAN teams with possibly an acupuncturist in each team posted to A large quantity of dight andfenst menta ty expected to arrive before the doctors. drugs and instruments Memories of last falls bee-sting incident in which a Chinese refused to be treated by African or Asian doctors and subsequently zanzibts will have to be forgotten should this project b together with strong-arm moves by Chinese medical men on CONFIDENTIAL,NYERERE,Guinea; Congo; India; Burundi; Nigeria; China,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
